No,Column1,location,stdt,eddt,damagearea,경도,위도,상태
930,929,경기화성,2016-05-20,2016-05-20,0.17,126.9162557,37.15266119,인근좌표
931,930,경기성남,2016-06-02,2016-06-02,0.1,127.1037334,37.43511843,인근좌표
932,931,경기광주,2016-06-05,2016-06-05,0.06,127.2917767,37.4004581,인근좌표
933,932,경기하남,2016-06-05,2016-06-06,0.49,127.2110935,37.5303375,인근좌표
934,933,경기과천,2016-06-06,2016-06-06,0.6,127.0038933,37.43419438,인근좌표
935,934,경기포천,2016-06-10,2016-06-10,0.1,127.237579,37.96766787,인근좌표
936,935,경기가평,2016-07-11,2016-07-11,0.01,127.4076594,37.8112458,인근좌표
937,936,경기양평,2015-03-06,2015-03-06,0.01,127.5810959,37.51899594,인근좌표
938,937,경기양평,2015-03-06,2015-03-06,0.01,127.5810959,37.51899594,인근좌표
939,938,경기양평,2015-03-07,2015-03-07,0.01,127.5810959,37.51899594,인근좌표
940,939,경기양평,2015-03-07,2015-03-07,0.01,127.5810959,37.51899594,인근좌표
941,940,경기화성,2015-03-08,2015-03-08,0.01,126.9162557,37.15266119,인근좌표
942,941,경기가평,2015-03-09,2015-03-09,0.2,127.4076594,37.8112458,인근좌표
943,942,경기김포,2015-03-10,2015-03-10,0.05,126.6015557,37.68465337,인근좌표
944,943,경기화성,2015-03-10,2015-03-10,0.05,126.9162557,37.15266119,인근좌표
945,944,경기남양주,2015-03-10,2015-03-10,0.01,127.2580035,37.64296989,인근좌표
946,945,경기김포,2015-03-11,2015-03-11,0.02,126.6015557,37.68465337,인근좌표
947,946,경기광주,2015-03-11,2015-03-11,0.01,127.2917767,37.4004581,인근좌표
948,947,경기고양,2016-09-26,2016-09-26,0.01,126.8993676,37.66019018,인근좌표
949,948,경기안양,2016-10-22,2016-10-23,0.03,126.9027706,37.40454384,인근좌표
950,949,경기남양주,2016-11-24,2016-11-24,0.03,127.2580035,37.64296989,인근좌표
951,950,경기과천,2016-11-29,2016-11-29,0.06,127.0038933,37.43419438,인근좌표
952,951,경기과천,2016-12-01,2016-12-01,0.03,127.0038933,37.43419438,인근좌표
953,952,경기포천,2016-12-06,2016-12-06,0.05,127.237579,37.96766787,인근좌표
954,953,경기안성,2016-12-15,2016-12-15,0.05,127.3059003,37.02476089,인근좌표
955,954,경기화성,2016-12-16,2016-12-16,0.04,126.9162557,37.15266119,인근좌표
956,955,경기고양,2016-12-21,2016-12-21,0.06,126.8993676,37.66019018,인근좌표
957,956,경기용인,2017-01-10,2017-01-10,0.2,127.2400364,37.22209372,인근좌표
958,957,경기군포,2017-11-05,2017-11-05,0.06,126.9207146,37.34179669,인근좌표
959,958,경기연천,2017-11-05,2017-11-05,0.2,127.0268198,38.08507414,인근좌표
960,959,경기포천,2017-11-09,2017-11-09,0.05,127.237579,37.96766787,인근좌표
961,960,경기양평,2017-11-09,2017-11-09,0.08,127.5810959,37.51899594,인근좌표
962,961,경기광주,2015-03-12,2015-03-12,0.01,127.2917767,37.4004581,인근좌표
963,962,경기가평,2015-03-13,2015-03-13,0.05,127.4076594,37.8112458,인근좌표
964,963,경기화성,2015-03-13,2015-03-13,0.01,126.9162557,37.15266119,인근좌표
965,964,경기고양,2015-03-14,2015-03-14,0.01,126.8993676,37.66019018,인근좌표
966,965,경기가평,2015-03-14,2015-03-14,0.05,127.4076594,37.8112458,인근좌표
967,966,경기광주,2015-03-14,2015-03-14,0.4,127.2917767,37.4004581,인근좌표
968,967,경기가평,2015-03-14,2015-03-14,0.01,127.4076594,37.8112458,인근좌표
969,968,경기고양,2015-03-14,2015-03-14,0.01,126.8993676,37.66019018,인근좌표
970,969,경기안양,2015-03-14,2015-03-14,0.01,126.9027706,37.40454384,인근좌표
971,970,경기양평,2015-03-14,2015-03-14,0.2,127.5810959,37.51899594,인근좌표
972,971,경기안산,2015-03-14,2015-03-14,0.01,126.8574791,37.32275536,인근좌표
973,972,경기가평,2015-03-15,2015-03-15,0.01,127.4076594,37.8112458,인근좌표
974,973,경기화성,2015-03-17,2015-03-17,0.01,126.9162557,37.15266119,인근좌표
975,974,경기가평,2017-02-12,2017-02-12,0.3,127.4076594,37.8112458,인근좌표
976,975,경기화성,2017-02-12,2017-02-12,0.3,126.9162557,37.15266119,인근좌표
977,976,경기양평,2017-02-15,2017-02-15,0.01,127.5810959,37.51899594,인근좌표
978,977,경기광주,2017-02-16,2017-02-16,0.45,127.2917767,37.4004581,인근좌표
979,978,경기화성,2017-02-16,2017-02-16,0.2,126.9162557,37.15266119,인근좌표
980,979,경기양평,2017-02-18,2017-02-18,0.06,127.5810959,37.51899594,인근좌표
981,980,경기가평,2017-03-03,2017-03-03,0.1,127.4076594,37.8112458,인근좌표
982,981,경기안성,2017-03-04,2017-03-04,0.1,127.3059003,37.02476089,인근좌표
983,982,경기연천,2015-03-20,2015-03-20,0.01,127.0268198,38.08507414,인근좌표
984,983,경기동두천,2015-03-20,2015-03-20,0.04,127.0669893,37.92058118,인근좌표
985,984,경기남양주,2015-03-20,2015-03-20,0.05,127.2580035,37.64296989,인근좌표
986,985,경기안산,2015-03-21,2015-03-21,0.01,126.8574791,37.32275536,인근좌표
987,986,경기동두천,2015-03-21,2015-03-21,0.01,127.0669893,37.92058118,인근좌표
988,987,경기안산,2015-03-21,2015-03-21,0.01,126.8574791,37.32275536,인근좌표
989,988,경기남양주,2015-03-21,2015-03-21,0.05,127.2580035,37.64296989,인근좌표
990,989,경기양주,2015-03-21,2015-03-21,0.05,127.0141132,37.80569311,인근좌표
991,990,경기남양주,2015-03-21,2015-03-21,0.01,127.2580035,37.64296989,인근좌표
992,991,경기김포,2015-03-22,2015-03-22,0.01,126.6015557,37.68465337,인근좌표
993,992,경기파주,2015-03-22,2015-03-22,0.5,126.8077119,37.84944357,인근좌표
994,993,경기연천,2015-03-22,2015-03-22,0.01,127.0268198,38.08507414,인근좌표
995,994,경기파주,2015-03-22,2015-03-22,0.2,126.8077119,37.84944357,인근좌표
996,995,경기여주,2015-03-22,2015-03-22,50.7,127.644285,37.28762711,인근좌표
997,996,경기고양,2015-03-22,2015-03-22,2,126.8993676,37.66019018,인근좌표
998,997,경기시흥,2015-03-22,2015-03-22,0.1,126.8335661,37.39397721,인근좌표
999,998,경기남양주,2015-03-22,2015-03-22,0.02,127.2580035,37.64296989,인근좌표
1000,999,경기화성,2015-03-22,2015-03-22,0.01,126.9162557,37.15266119,인근좌표
1001,1000,경기가평,2015-03-22,2015-03-22,0.02,127.4076594,37.8112458,인근좌표
1002,1001,경기포천,2015-03-22,2015-03-23,2,127.237579,37.96766787,인근좌표
1003,1002,경기파주,2015-03-22,2015-03-22,0.01,126.8077119,37.84944357,인근좌표
1004,1003,경기양평,2015-03-22,2015-03-23,4.9,127.5810959,37.51899594,인근좌표
1005,1004,경기광주,2015-03-22,2015-03-22,0.02,127.2917767,37.4004581,인근좌표
1006,1005,경기포천,2015-03-22,2015-03-23,0.2,127.237579,37.96766787,인근좌표
1007,1006,경기화성,2015-03-23,2015-03-23,0.01,126.9162557,37.15266119,인근좌표
1008,1007,경기남양주,2015-03-23,2015-03-23,0.01,127.2580035,37.64296989,인근좌표
1009,1008,경기화성,2017-03-08,2017-03-08,0.16,126.9162557,37.15266119,인근좌표
1010,1009,경기화성,2017-03-09,2017-03-09,0.01,126.9162557,37.15266119,인근좌표
1011,1010,경기가평,2017-03-10,2017-03-10,0.05,127.4076594,37.8112458,인근좌표
1012,1011,경기양주,2017-03-10,2017-03-10,0.1,127.0141132,37.80569311,인근좌표
1013,1012,경기양평,2017-03-10,2017-03-10,0.1,127.5810959,37.51899594,인근좌표
1014,1013,경기화성,2017-03-10,2017-03-10,0.3,126.9162557,37.15266119,인근좌표
1015,1014,경기동두천,2017-03-11,2017-03-11,0.72,127.0669893,37.92058118,인근좌표
1016,1015,경기가평,2017-03-11,2017-03-11,0.03,127.4076594,37.8112458,인근좌표
1017,1016,경기화성,2017-03-11,2017-03-11,0.5,126.9162557,37.15266119,인근좌표
1018,1017,경기화성,2017-03-11,2017-03-11,0.09,126.9162557,37.15266119,인근좌표
1019,1018,경기군포,2017-03-11,2017-03-11,0.23,126.9207146,37.34179669,인근좌표
1020,1019,경기화성,2017-03-11,2017-03-11,0.03,126.9162557,37.15266119,인근좌표
1021,1020,경기양평,2017-03-11,2017-03-11,0.3,127.5810959,37.51899594,인근좌표
1022,1021,경기안성,2017-03-12,2017-03-12,0.5,127.3059003,37.02476089,인근좌표
1023,1022,경기가평,2017-03-13,2017-03-13,0.1,127.4076594,37.8112458,인근좌표
1024,1023,경기가평,2015-03-23,2015-03-23,0.05,127.4076594,37.8112458,인근좌표
1025,1024,경기양주,2015-03-23,2015-03-23,0.01,127.0141132,37.80569311,인근좌표
1026,1025,경기파주,2015-03-24,2015-03-24,0.01,126.8077119,37.84944357,인근좌표
1027,1026,경기파주,2015-03-24,2015-03-24,0.01,126.8077119,37.84944357,인근좌표
1028,1027,경기수원,2015-03-24,2015-03-24,0.2,127.0029967,37.31811976,인근좌표
1029,1028,경기포천,2015-03-24,2015-03-25,3.3,127.237579,37.96766787,인근좌표
1030,1029,경기화성,2015-03-25,2015-03-25,0.01,126.9162557,37.15266119,인근좌표
1031,1030,경기화성,2015-03-25,2015-03-25,0.01,126.9162557,37.15266119,인근좌표
1032,1031,경기가평,2015-03-25,2015-03-25,0.02,127.4076594,37.8112458,인근좌표
1033,1032,경기남양주,2015-03-26,2015-03-26,0.01,127.2580035,37.64296989,인근좌표
1034,1033,경기가평,2015-03-26,2015-03-26,0.01,127.4076594,37.8112458,인근좌표
1035,1034,경기남양주,2015-03-27,2015-03-27,0.12,127.2580035,37.64296989,인근좌표
1036,1035,경기광명,2015-03-28,2015-03-28,0.02,126.8674732,37.44833711,인근좌표
1037,1036,경기구리,2015-03-28,2015-03-28,0.01,129.4206627,35.70495594,인근좌표
1038,1037,경기포천,2015-03-28,2015-03-28,0.1,127.237579,37.96766787,인근좌표
1039,1038,경기안산,2015-03-28,2015-03-28,0.05,126.8574791,37.32275536,인근좌표
1040,1039,경기하남,2015-03-28,2015-03-28,0.01,127.2110935,37.5303375,인근좌표
1041,1040,경기포천,2015-03-28,2015-03-28,1.2,127.237579,37.96766787,인근좌표
1042,1041,경기광주,2017-03-15,2017-03-15,0.09,127.2917767,37.4004581,인근좌표
1043,1042,경기동두천,2017-03-15,2017-03-15,0.2,127.0669893,37.92058118,인근좌표
1044,1043,경기양주,2017-03-15,2017-03-15,0.3,127.0141132,37.80569311,인근좌표
1045,1044,경기남양주,2017-03-16,2017-03-16,0.1,127.2580035,37.64296989,인근좌표
1046,1045,경기양평,2017-03-16,2017-03-16,0.1,127.5810959,37.51899594,인근좌표
1047,1046,경기화성,2017-03-17,2017-03-17,0.05,126.9162557,37.15266119,인근좌표
1048,1047,경기파주,2017-03-18,2017-03-18,0.05,126.8077119,37.84944357,인근좌표
1049,1048,경기남양주,2017-03-18,2017-03-18,0.6,127.2580035,37.64296989,인근좌표
1050,1049,경기화성,2017-03-18,2017-03-18,0.3,126.9162557,37.15266119,인근좌표
1051,1050,경기포천,2017-03-18,2017-03-18,0.03,127.237579,37.96766787,인근좌표
1052,1051,경기남양주,2017-03-18,2017-03-18,0.1,127.2580035,37.64296989,인근좌표
1053,1052,경기여주,2017-03-18,2017-03-18,0.3,127.644285,37.28762711,인근좌표
1054,1053,경기안성,2017-03-18,2017-03-18,0.2,127.3059003,37.02476089,인근좌표
1055,1054,경기김포,2017-03-18,2017-03-18,3,126.6015557,37.68465337,인근좌표
1056,1055,경기남양주,2017-03-18,2017-03-18,0.05,127.2580035,37.64296989,인근좌표
1057,1056,경기남양주,2017-03-18,2017-03-18,0.02,127.2580035,37.64296989,인근좌표
1058,1057,경기양평,2017-03-18,2017-03-18,2,127.5810959,37.51899594,인근좌표
1059,1058,경기가평,2017-03-18,2017-03-18,0.15,127.4076594,37.8112458,인근좌표
1060,1059,경기양평,2017-03-19,2017-03-19,1.3,127.5810959,37.51899594,인근좌표
